"zip_code","spayed_percentage"
10001,0.843137254901961
10002,0.757105943152455
10003,0.887
10004,0.908045977011494
10005,0.833333333333333
10006,0.844660194174757
10007,0.913669064748201
10008,0.833333333333333
10009,0.831924882629108
10010,0.864093959731544
10011,0.877033181522446
10012,0.895174708818636
10013,0.837004405286344
10014,0.881338742393509
10015,0.5
10016,0.869677419354839
10017,0.870503597122302
10018,0.759259259259259
10019,0.87088915956151
10020,0.8
10021,0.895617529880478
10022,0.895483870967742
10023,0.911230665770007
10024,0.91270783847981
10025,0.883299798792757
10026,0.810126582278481
10027,0.746268656716418
10028,0.87144089732528
10029,0.715577889447236
10030,0.782857142857143
10031,0.734972677595628
10032,0.72752808988764
10033,0.740566037735849
10034,0.826530612244898
10035,0.645161290322581
10036,0.874788494077834
10037,0.681159420289855
10038,0.832
10039,0.668341708542714
10040,0.795986622073579
10043,1
10044,0.810126582278481
10045,1
10069,0.870588235294118
10079,1
10080,0.5
10101,1
10107,0
10108,0.5
10111,1
10112,1
10113,0.5
10116,1
10118,1
10119,0.5
10120,1
10123,1
10125,0
10128,0.88939492517892
10129,1
10138,1
10150,0.5
10151,1
10153,1
10154,1
10156,0.5
10159,1
10162,0.666666666666667
10163,0.75
10172,1
10175,1
10185,1
10203,1
10274,1
10276,0.5
10280,0.878787878787879
10282,0.891666666666667
10301,0.840277777777778
10302,0.803088803088803
10303,0.769736842105263
10304,0.781914893617021
10305,0.797665369649806
10306,0.852097130242826
10307,0.891304347826087
10308,0.85809906291834
10309,0.878947368421053
10310,0.837053571428571
10312,0.878185208203853
10313,1
10314,0.843089921544961
10451,0.592198581560284
10452,0.5
10453,0.481060606060606
10454,0.526132404181185
10455,0.537735849056604
10456,0.504249291784703
10457,0.557768924302789
10458,0.529577464788732
10459,0.547794117647059
10460,0.577060931899642
10461,0.710334788937409
10462,0.62457337883959
10463,0.757251908396947
10464,0.845528455284553
10465,0.743654822335025
10466,0.540268456375839
10467,0.61980198019802
10468,0.581168831168831
10469,0.652873563218391
10470,0.722222222222222
10471,0.838274932614555
10472,0.556797020484171
10473,0.52972972972973
10474,0.5
10475,0.706422018348624
11004,0.869565217391304
11005,1
11101,0.800554016620499
11102,0.761394101876676
11103,0.77115987460815
11104,0.850649350649351
11105,0.823660714285714
11106,0.798029556650246
11201,0.871192341166231
11202,0.2
11203,0.572972972972973
11204,0.725663716814159
11205,0.787965616045845
11206,0.584254143646409
11207,0.57027027027027
11208,0.600550964187328
11209,0.797597042513863
11210,0.737373737373737
11211,0.786600496277916
11212,0.509803921568627
11213,0.557575757575758
11214,0.68695652173913
11215,0.904903417533432
11216,0.701587301587302
11217,0.871753246753247
11218,0.846694796061885
11219,0.611764705882353
11220,0.662273476112026
11221,0.616438356164384
11222,0.815412186379928
11223,0.656660412757974
11224,0.564676616915423
11225,0.76173285198556
11226,0.721518987341772
11228,0.782142857142857
11229,0.736636245110821
11230,0.710997442455243
11231,0.830215827338129
11232,0.708920187793427
11233,0.570934256055363
11234,0.743818001978239
11235,0.632373113854595
11236,0.579462102689487
11237,0.641129032258065
11238,0.841750841750842
11239,0.553571428571429
11242,1
11243,0.846153846153846
11249,0.835820895522388
11351,1
11352,0.666666666666667
11353,0
11354,0.703470031545741
11355,0.684210526315789
11356,0.798283261802575
11357,0.827906976744186
11358,0.791505791505791
11359,0
11360,0.834862385321101
11361,0.824257425742574
11362,0.781609195402299
11363,0.897196261682243
11364,0.806682577565632
11365,0.777227722772277
11366,0.832116788321168
11367,0.812698412698413
11368,0.612698412698413
11369,0.645320197044335
11370,0.699619771863118
11372,0.715384615384615
11373,0.698544698544699
11374,0.735064935064935
11375,0.842857142857143
11377,0.764868603042877
11378,0.785095320623917
11379,0.836021505376344
11385,0.71609756097561
11386,1
11388,0
11411,0.727272727272727
11412,0.68503937007874
11413,0.683098591549296
11414,0.829333333333333
11415,0.758620689655172
11416,0.664233576642336
11417,0.76038338658147
11418,0.759541984732824
11419,0.719298245614035
11420,0.640394088669951
11421,0.69969040247678
11422,0.6875
11423,0.730769230769231
11425,1
11426,0.842553191489362
11427,0.809859154929577
11428,0.794871794871795
11429,0.706666666666667
11430,0
11431,0.75
11432,0.7
11433,0.52
11434,0.652694610778443
11435,0.726530612244898
11436,0.625
11690,0.8
11691,0.720779220779221
11692,0.69811320754717
11693,0.843023255813954
11694,0.830388692579505
11697,0.848484848484849
